JIRA_FEATURE_ID_CF_12210,description,summary,Comments
FEATURE-7089,ETA: Feb 15,FEATURE-7089: VZW : RCS updates on EAB sync and Video calls ( Oct 2020 specs ),"Attached email from VZW for the discussion of ""unknown"" meaning.

Failed CRs are tracked in RPADX-5132. Completing this Plan.
HI, App team,

I got the test apk Contacts.apk and EABApplication.apk from Shazli, and I saw the app got the availability properly. So I will submit my gerrit https://gerrit.mot.com/#/c/1870520/ once it gets reviewed.
02-05 11:31:07.679 13430 14013 E EABVideoCallActivity: called requestAvailability for number : +14085150931 returned response : -20

02-05 11:31:07.684 13430 13430 D EABVideoCallActivity: Availability response success. Launching VIDEO call. availability=ONLINE

02-05 11:31:07.684 13430 13430 D EABVideoCallActivity:  dataInfo :  contactNumber=...*31 volteStatus=1 ipVoiceCallSate=1 ipVoiceCallServiceNumber=...*31 ipVoiceCallTimestamp=1612553467667 ipVideoCallSate=1 ipVideoCallServiceNumber=...*31 ipVideoCallTimestamp=1612553467667


Please notify test team to test once it passed your unit test.

Thanks
Gao, Bing

Hi [~a19591],

We need commit the feature https://idart.mot.com/browse/RPADX-5131/ https://idart.mot.com/browse/FEATURE-7089.

Could you confirm the following:
1>	The items which need feedback, especially for how to differentiate the “unknown” and offline. We need the answer to finish the code.
2>	Could you confirm when the lab for CV will be ready or not? We will assume all the list/periodically CV will get waiver.

Hi [~dth436],

I plan to finish the code this week (except the unknown status). And I will merge it to main line and Q2. Could you help to let me know when the App code will be ready?

Thanks
Gao, Bing

Hi [~dth436][~a17364][~a24148][~tbdc37][~hrgn76],

1>	The only change is that I will remove the PresencePolling.apk. 
---- Please app team test it by remove it from phone after remount. I am making a build to test it.

2>	“unknown” status
Framework supported it already, app team didn’t use it previously. Please apply it on app code:

2.1>  it is local error if requestAvailability return code is not ResultCode.SUCCESS, treated it as “unknown”.

2.2> IRcsPresenceListener
   onSuccess --- can wait intent for the caps
   onError
          SUBSCRIBE_NOT_FOUND, not RCS capable, VOLTE_DISABLED
           others: ""unknown"" (SUBSCRIBE_FORBIDDEN means 403 which indicate the phone itself had not caps).
           
   onFinish: for capability polling, you can ignore it.

   onTimeout: for capablity polling, you can ignore it or treat it as ""unknown""

2.3> intent ACTION_PRESENCE_CHANGED
please refer RcsPresence.java on how to use it.
 get RcsPresenceInfo by the following statement:
* ArrayList<RcsPresenceInfo> rcsPresenceInfoList = intent.getParcelableArrayListExtra(
*           RcsPresence.EXTRA_PRESENCE_INFO_LIST);
*
RcsPresenceInfo included VOLTE_ENABLED, VOLTE_DISABLED, VOLTE_UNKNOWN. so we supported unknown status already. But app treated VOLTE_UNKNOWN and VOLTE_DISABLED as same previously. App need change it now.

Note: the Availability will not need DB any more. Please remove EAB DB related code. And got information with the above API. 

thanks
Gao, Bing

Hi [~wcw014],

I can change it to the same date as RPADX-5132 since I can't merge it alone which will break the baseline. Let's see the date for RPADX-5132 then update it.

thanks
Gao, Bing

I do not see FWK impact. This plan need drop.

Tom
My understanding is that this feature is for Q2, 2021, so any product release using Q2, 2021 will have this feature. Do we have Guam NA/Borneo VZW build? 
Per agreement in RRB this is being moved to Q2.
RPADX-5111 RRB Request Approved (Add) 
RPADX-5131 Plan Created For: 
FEATURE-7089:VZW : RCS updates on EAB sync and Video calls ( Oct 2020 specs ) on Release:
RPADX-4178:ADX R_Rel1
Thanks [~tbdc37].

However, I had a new build and tested it today, I still didn’t see the VT icon. After I “adb installed” the apks you shared to me then I can see it. I saw app got the caps by intent properly. So I merged my coded.

I used SofiaP for the testing. You can verify it on the official build with https://gerrit.mot.com/#/c/1870520/ to see if there are any app issue or not.

Thanks
Gao, Bing

Thanks [~wcw014].

So let's keep BsIn.

And let's put CWV on Feb 15. My gerrit can be ready by today. But need app change then merge them at the same time. And need co-testing.

thanks
Gao, Bing

Thanks [~wcw014].

Sorry: what is the means of 
Commit Bsln:	28/Jan/21
Commit CWV:	28/Jan/21

Thanks
Gao ,Bing

[~a19591] Could you please confirm this Feature-7089 is applicable for only 2021Q2 NPI Products or 2021Q2 Upgrade products (GuamNA/Borneo) as well? 

[~wcw014][~a22642] - FYI
[~tgb348] IKSWR-49056 is not linked to RPADX-5132 but is linked here and still open.  Should it be unlinked here and linked there?

[~a22642] FYI
[~w20090]

Commit dates are dates when you commit to do the work.  Sometimes developers want to evaluate the feature before committing and will put a baseline (Bsln) and current working view (CWV) date for when they plan to commit.  The Bsln date should not change but the CWV date could depending on if you are able to actually commit by the date you provide.  Similarly the Int Bsln and the Int CWV dates are the dates for integration.  The Bsln date again shouldn't change but if you are able to pull in or need to move out the current working view date then sometime the CWV date will change.  So I am looking for you to put the Int Bsln and Int CWV dates.  

Chris
[~w20090] 

I updated the Design and Int dates for you.  The design dates aren't often used.  Just if a developer wants to track the time it takes them to design the changes.

2/15 is too late.  2/12 is the FC date for Q2.  That needs to include testing and bug fixes.  If your change can be made today go ahead and put 1/29 for the Int CWV and if you push the changes put 1/29 for the Int Actual.  RPADX-5132 is created to track the App changes.  The test team knows not to test until both have been pushed.  

Chris
[~w20090] updating the int CWV date to match the core apps plan integrate date of 2/9 based on your previous comments.  

[~dth436]
[~w20090], you committed to this plan but you didn't update the Int Bsln and Int CWV dates for when you plan to integrate it.  Please update these dates.
framework gerrits: https://gerrit.mot.com/#/c/1870520/.
"
FEATURE-7089,,FEATURE-7089: VZW : RCS updates on EAB sync and Video calls ( Oct 2020 specs ),"IKSWR-54609 is localization CR and is needed as part of IKSWR-51021.
Incorrect CRs linked to the plan, these are unlinked:
1. IKSWR-48872
2. IKSWR-48883
3. IKSWR-48944

[~wcw014]: This feature was requested on Q1 and it was mandatory to have only the correct CRs linked. A good reason to not include incorrect links at any time.
Per agreement in RRB this is being moved to Q2.
RPADX-5132 Plan Created For: 
FEATURE-7089: {color:#326ca6}VZW : RCS updates on EAB sync and Video calls ( Oct 2020 specs ){color} on Release: 
RPADX-4178 ADX R_Rel1
Requirements that impact Video calling:
* VZ_REQ_RCS_3922
* VZ_REQ_RCS_32001

Change Summary:
*When user attempts to make a Video call:*
* If the received availability response indicates that the contact is offline (or if the availability fetch returns a SIP 4xx or 5xx error response) OR Is not Video capable
** App shall initiate a Voice call
* If the Availability response is Video capable OR Unknown
** App shall initiate a Video call

Things needed for commitment:
* New FWK interface is needed to know the actual Availability response.
* Commitment will be made after FWK confirms the new interfaces
Things needed for commitment:
* New FWK interface is needed to know the actual Availability response.
* Commitment will be made after FWK confirms the new interfaces
[~dth436] haven't you worked out the FWK interface now with [~w20090]?  Please commit to this plan.  [~w20090] indicates that his change has to come at ths same time as your change.  So his Int CWV date will be updated to be the same as yours.  We are running critically short on days to get content integrated and tested for Q2 so please help to commit and provide an Int CWV date.

[~w15621], [~a22642] FYI
[~wcw014] / [~a22642] / [~w20090]: App plan is committed."
FEATURE-7097,,FEATURE-7097: VZW : Support BoomCloud360 Audio solution on Motorola phones,"+[~a19591]  Nairobi and Racer Turbo point build created for testing,  patches are merging to main and Q1 branch.
There are patch pending on https://idart.mot.com/browse/LCCARPLOAD-1221. 

Following products will use existing solution where both Moto  Audio and VSS will co-exist
- Nariobi R upgrade
- Racer Turbo MR (on top of R upgrade)


For NPIs starting from Kiev-mmw proposal is to keep only VSS solution. We can track that under a separate ADX plan once solution is finalised.. This will not be applicable on any 4G products so N/A on Borneo or older devices. VSS (Verizon Smart Sound) is applicable only for 5G devices
Intent action to launch manage audio settings page with provider selected

Intent action:   com.motorola.extensions.settings.intent.action.MANAGE_AUDIO_EFFECTS
             Intent Extra :  com.motorola.extensions.settings.intent.extra.PROVIDER , Value  1 - BoomCloud,  Value 2 - MotoAudio
New work CR ETA is 5/21, Test date updated
RPADX-5128 RRB Request Approved (Add) 
RPADX-5161 Plan Created For: 
FEATURE-7097:VZW : Support BoomCloud360 Audio solution on Motorola phones on Release:
RPADX-4178:ADX R_Rel1
SettingUI layout work for MR product case - 
https://docs.google.com/presentation/d/1IogHo7oXLUYCkbykMjEpWswoQaE89sbIFAYTok8l1Q0/edit?ts=601c751f#slide=id.gbc2e0fe560_0_1

The MotoWave work is tracking by
https://idart.mot.com/browse/IKMOTSOUND-4317

The requirement for this feature is getting updated, so New Implementation & Testing will be Delayed.

[~a19591] Please link the updated UI & New work CR here.

[~wcw014][~a22642] - FYI
Updating the labels to reflect that this was integrated and tested on 2021Q2.
VZW had requested to change the UI as per the latest spec here

https://docs.google.com/presentation/d/1IogHo7oXLUYCkbykMjEpWswoQaE89sbIFAYTok8l1Q0/edit#slide=id.gd9dc916b4d_0_83


This engineering work CR includes
1. Update the UI as the spec
2. Also provide a provider URI to BoomCloud
        a) Query API : so that BoomCloud can query to check moto audio is enabled or not to show their UI to enable MotoAudio
        b) Update api : so that Boom cloud can disable moto audio

[~a19591], [~a21143]: Please confirm if this is applicable only for Nairobi and Burton MR upgrade?
What about products like Borneo NA, which have AudioFX preloaded and not Waves, are they also expected to update to BoomCloud audio solution via R upgrade?
+[~ffsouza], [~wcw014], [~tgb348]
[~a19591][~dvx436][~a21143] On Kievv mmW mainline build (RRV31.7) testing blocked with CR # IKSWR-69793

[~wcw014][~a22642] - FYI
[~a21143], [~jcamelo] this plan is now past due.  The three linked CRs are still open.  Can you provide an update on when this will be integrated?
[~a21143][~jcamelo][~a19591] - Boomcloud feature test Status,

Burton Q1 Build (RPB31.Q1-19-58-9) Blocked with CR # IKSWR-70922- [Burton-VZW] VSS notification is not shown for upgrade scenario-> issue is duplicated and closed as ""Third Party App Issue"". Waiting for the Fix from BC.

Kievv Q2 Build (RRV31.Q2-35)  & Mainline (Q3) Build (RRV31.7) --> Blocked with CR # IKSWR-71465 & IKSWR-69278 

[~wcw014][~a22642]- FYI
[~a21143][~jcamelo][~a19591] - Boomcloud feature test Status,

On Burton Q1 Build (RPB31.Q1-19-58-7) Feature is available and Quick verification Done, working

On Kievv Q2 Build (RRV31.Q2-33) Feature is not integrated.

On Kievv Mainline (Q3) Build (RRV31.6) Feature is Available & Testing in Progress.

[~wcw014][~a22642][~sumgnas] - FYI
[~a22642], [~tgb348] can you update the test date to maybe next Friday so that we have an updated date?
[~tgb348] Kievv will code freeze today 5/10, could you please share the latest test status? The block CRs mentioned above have been addressed. 

+[~dingyq2]  [~douglasz]
[~tgb348] the test CWV for this is past due.  What is needed yet to complete the plan?
latest build: RRV31.Q2-36-14-8 with APK version on DUT: 1.8.6 and 5.1.5 Verified working fine."
FEATURE-7115,,FEATURE-7115: ThinkShield Firewall Domain Filter,"All tests were pass and requirements were updated.
Development tracking: IKSWSRVC-23648
Follow the documentation of Firewall Security policy : [https://docs.google.com/document/d/1zYSPMYtTac6zVTHURPLHAZ-K8IlJVsnQG-4T-Jkjncg/edit?usp=sharing]
Hi Pandu, its reflected on https://idart.mot.com/browse/FEATURE-7115 and Requirements Document: [https://docs.google.com/presentation/d/1YFH02uHfN0JuNoNZ6ZrHuRoPQOPe-YTzGKl2HbwMcc0/edit#slide=id.gb560f851de_0_316] 
Per the comments in this plan I am moving this to A12 R1.
RPADX-5209 RRB Request Approved (Add) 
RPADX-5228 Plan Created For: 
FEATURE-7115:ThinkShield Firewall Domain Filter on Release:
RPADX-4178:ADX R_Rel1
This plan has 2021Q3 CS1 priority and has had the adx_cs1 label added.
Under discussion about the impact and how to implement it. Not ready to commit.
Yes, Chris, as we don't have a feasible architecture yet, this was the agreement. Thanks.
[~a22642], [~jrdk47], the feature was integrated on Oct 18th, 2021.

Here is the guideline to test the feature via TestDPC: [https://docs.google.com/document/d/1zYSPMYtTac6zVTHURPLHAZ-K8IlJVsnQG-4T-Jkjncg/edit#] 
[~deborard] : Could you please confirm the updated requirements and also pls share RPADX for postponed requirements. So that we can complete this feature
[~deborard], can you confirm this feature is no longer possible to this quarterly? 
We did not find a solution architecture appropriate to our devices and we need more time to investigate how to implement this feature.
[~mvt647], [~deborard], [~a12764] Are we all in agreement it is ok to move this to A12 R1?

[~rborroz], [~w15621], [~wnm846], [~a22642] FYI
[~rborroz] and [~deborard] : This feature is working fine but we have assumed the following as per [~ghayden] ,
 * If websites were cached and user tried to block the policies, they will not enforced until user clears data and cache of chrome
 * Allow list postponed to next release. Please confirm do we have any new RPADX CR
 * As per requirement document, we need to support wildcard character * but not now. 

Could you please confirm. So that we will update test cases and execute them and complete the feature.
[~wcw014] this feature is no longer for 2021Q3. We are not able to implement it for this timeframe.
https://artifacts.mot.com/artifactory/apps/MotoOemConfig/OEMCONFIG-BR-01000070/"
FEATURE-7119,,FEATURE-7119: ThinkShield Allow/Disallow Power Off,"Tested with Secure Builds Release CID50 on capri+
This needs to be tested with a secure build (CID50) which isn't available yet so adding the MS2 Exception label.
[|https://idart.mot.com/secure/AddComment!default.jspa?id=4860120]"
FEATURE-7122,,FEATURE-7122: Support 5G + 5G UX & UI,"For  framework telephony:
When DDS is set in one SIM, the preferred network mode on the other SIM remains as 5G. This is different from 5G+4G, as in that case when you set the data SIM for one SIM, the other one must be limited to 4G .


From CoreApps Testing, we are waiting decision about which product we can test this FEATURE-7122 since Ibiza is a Q1 target product and this Feature is for Q2 as well.

For Q2, the only product that support 5G +5G (both slots) is Saipan which there is no prototype available to test.

I'm going to keep Test CWV to Feb,12 but if necessary I'll update according to the decision of product/build to test it.

FYI Nagavali Jatavallabhula, Christopher Wolfe, Luiz Leal Chagas do Nascimento Caio, Zhang Mingping
From CoreApps Testing, we are waiting decision about which product we can test this FEATURE-7122 since Ibiza is a Q1 target product and this Feature is for Q2 as well.

For Q2, the only product that support 5G +5G (both slots) is Saipan which there is no prototype available to test. 

I'm going to keep Test CWV to Feb,12 but if necessary I'll update according to the decision of product/build to test it.

FYI [~a22642], [~wcw014], [~caioluiz], [~zhangmp1]
Hi!
Per Yuki's comment above, I'm completing this RPADX. No issues found using Ibiza's point release. Follow bellow the results: 

All [4/4 tests|https://dalek.mot.com/browse/COREAPPS-414187] passed for testing on Ibiza continuous build:
{panel}
|HW Revision: |DVT1|
|Build ID:| RRF31.Q1-50|
|Product Name:| ibiza_retail|
|Serial Number:| N1ZR190252|
|Carrier:| retbr|
|Fingerprint:| motorola/ibiza_retail/ibiza:11/RRF31.Q1-50/7ce24:userdebug/intcfg,test-keys|
SIMs:
||ID||MDN||Carrier||
|183|19 9-9554-8431|Claro|
|194|19 99212-2801|Claro|
{panel}

[~a22642] FYI
In MobileNetworkSeting:
If support the 5G +5G:   5G network mode becomes available for both SIMs 
RPADX-5173 RRB Request Approved (Add) 
RPADX-5176 Plan Created For: 
FEATURE-7122:Support 5G + 5G UX & UI on Release:
RPADX-4178:ADX R_Rel1
RPADX-5177 Plan Created For: 
FEATURE-7122: {color:#326ca6}Support 5G + 5G UX & UI{color} on Release: 
RPADX-4178 ADX R_Rel1
[~wcw014], we already performed the Tests on point release build for Ibiza Q1:
motorola/ibiza_retail/ibiza:11/RRF31.Q1-50/7ce24:userdebug/intcfg,test-keys

No issues were found.

For Q2 Saipan product we'll be able to test only on March,31 because we have a estimate date to receive the unit here in Brazil only on March,29.

Saipan is the only Q2 product that support 5G+5G (both slots).
[~wcw014]，thanks for you help update
And the feautre is integrated now, thanks
[~yukiakr] do we have an update on a configuration to test this with yet?
[~zhangmp1] since you have provided Int CWV dates I have moved forward to committing to this plan for you."
FEATURE-7126,,FEATURE-7126: Motorola VITAL software updates @ out of box  device setup,"Assuming the implementation is adding the New screen during the SUW similar to OTA. But still, we don't have the final UI flow. 
[~a23056][~a19591] Please share the final UI flow.
Changes submitted for review, waiting for review to complete to integrate the changes to baseline
https://gerrit.mot.com/#/c/1965740/
https://gerrit.mot.com/#/c/1965760/
Hi [~a19591]

Did we get final conclusion on whether we need to move privacy screen ahead ?
Also in case we want to have OTA screens just after  wifi/data  connected screen, this flow is common for both common and also for Android Enterprise flow. so in case we have change here, then it would be triggered for Android Enterprise flows as well 

Also lets try to lockdown the flow as well to commit the feature ? 
we need the above things to be locked down to have exact dates to commit?

Hi [~vinayb]
Can your team also have a plan created to track this feature? we need this feature for Q3 as marked over here, we need plan to link it for better visibility and tracking for Pdm and test as well.

Hi [~a19591]

Do you have any update from Google on the enterprise flow for the concerns raised earlier? we need to lock the flow to make appropriate changes.

Since the flow is not  locked down, updating the integ date to 05/30 , since we have dependency on OTA team as well (integ date of 05/28)

Hi [~wcw014]
As discussed earlier we might need to add exception for this feature.  FYI
Hi [~tgb348]

Both Setup and OTA changes are integrated to Q3 baseline, 

Setup Q3:
https://gerrit.mot.com/#/c/1965760/

OTA:
https://gerrit.mot.com/#/c/1967906/

Changes are integrated to 
For Berlin ROW: RRG31.Q3-7-BERLIN-SHA1
For BerlinNA: RRM31.Q3-7-BERLNA-SHA1

we can start testing for this feature, 
Also we need to execute all Enterprise cases related to setup flow as well as this is having impact to enterprise flow as well.
We need to make sure Privacy screen is shown and only one time in enterprise flow for all AER provisioning methods.

Hi [~tgb348]

IKSWR-92965  seems to be an issue with bota, and the issue is not reproduced with latest bota being used, since OTA team is not ready with vital update server changes to test it bota package is uploaded as vital update and the same is being tested.

Ideally this feature is not having any lower layer changes,
We need to cover most case scenarios in our testing along with Enterprise usecases as well.

+[~sumgnas] Pls co-ordinate with OTA test team for any configuration , +[~jbharath] Pls help [~sumgnas] if any help needed related to test setup of vital update

+[~vinayb][~ysravant] FYI
Hi [~wcw014] we have not received yet from CxD, no tentative date yet from suhas or CxD ,so putting a tentative date for commit CWV

Hi [~a19591] can you pls let us know when we can have the details from CxD?  

[~a21143]  FYI
RPADX-5179 RRB Request Approved (Add) 
RPADX-5182 Plan Created For: 
FEATURE-7126:Motorola VITAL software updates @ out of box  device setup on Release:
RPADX-4178:ADX R_Rel1
Setup changes are integrated to Q3 common and mainline.
Tested on Builds / Phones,Tested on Builds / Phones,

Berlin row RRG31.Q3-18 Retin (JIO-SIM)

Berlin na RRM31.Q3-18 Retus  (VZW-SIM)

Burton VZW RPB31.q3-24 VZW (VZW-SIM)
This plan has 2021Q3 CS1 priority and has had the adx_cs1 label added.
Updating TestCWV due to pending CRs.
We are waiting for the initial UX deck from CxD and the initial requirements to take care as part of this phase, based on that we would be able to commit the plan with dates.
[~a19591] lets determine if this can be pursued in Q3, if the open items (reqs) can not be clarified.
[~a19591] to commit the test Date, please share the CxD flow. 

[~wcw014][~a22642] - FYI
[~a19591][~a23056] - Please confirm which flow we are implementing. 
Proposed out of box flow
Language
Activations
Moto Privacy (moved to early stage)
Wi-fi selection
Moto VITAL updates (optional) New
Device reboot (mandatory with VITAL) New
Google updates
Rest of the Setup flow

Please confirm which flow we are implementing

[~wcw014][~a22642] - FYI

[~a19591][~a23056] Please confirm the final moto implemented setup flow for this feature.

[~wcw014][~a22642][~sumgnas] - FYI
[~a23056] have you gotten the CXD details that you were waiting for?  If yes could commit to the plan please?  If you haven't yet could you put a Commit CWV date so we know when you will be able to commit by?

[~a21143] FYI
[~a23056] who are you following up with from CXD?  I am guessing since you haven't committed yet that you don't have what you need.  Can you move the commit CWV date out?

[~bert] and [~a19591] if you know who is providing the CXD input please help to loop them in here.

[~a21143] FYI
all the flows as per link provided in feature, onlly enterprise flow is being discussed with Google
h5. Raised the CR for Touch isue, CR is in Kernal/BSP team. Looks like there are lower layer changes for this CR/Feature.
h5. IKSWR-92965   [burton-VZW] device struck on the Phone activation screen and unable to navigate set up wizard post vital update.

So we need to validate on each and every device. 

QC & MTK Devices

ROW, NA & Carrier Devices."
FEATURE-7126,,FEATURE-7126: Motorola VITAL software updates @ out of box device setup,"Changes are integrated to baseline

Hi [~dth436]
This feature is already tested and marked as  test complete as well,Removing the label adx_not_ready_for_test
OTA team is blocked on Burton because of https://idart.mot.com/browse/IKSWS-4199
Waiting for OTA team to support for generation of packages to be tested so adding adx_not_ready_for_test label till the dependency is being met

+[~vinayb] FYi (OTA team)
+[~tgb348]  FYI
[~a23056]: IKSWS-4199 is in Fixed state. Pls check and confirm if the feature can now be tested.
If yes, pls remove adx_not_ready_for_test label. "
FEATURE-7128,,FEATURE-7128: ThinkShield: WiFi Security,ThinkShield: WiFi Security MS2 is done 100/100
FEATURE-7130,,FEATURE-7130: Add grip suppression for Game,"All tests related to Grip suppression were passed.
RPADX-5186 RRB Request Approved (Add) 
RPADX-5196 Plan Created For: 
FEATURE-7130:Add grip suppression for Game on Release:
RPADX-4178:ADX R_Rel1
The feature was tested with Q2 build 
""motorola/nio_retail/nio:11/RRT31.Q2-12/0e5df:userdebug/intcfg,test-keys""

and there were no issues related to grip suppression feature.
This plan has 2021Q3 CS1 priority and has had the adx_cs1 label added."
FEATURE-7139,,FEATURE-7139: [QVD] Android 11 (R) onboarding,"12/Feb/21
Hi [~jrdk47], the patch is still under review.
RPADX-5204 RRB Request Approved (Add) 
RPADX-5205 Plan Created For: 
FEATURE-7139:[QVD] Android 11 (R) onboarding on Release:
RPADX-4178:ADX R_Rel1
Tested on RPS31.Q1-40-15 and later builds. It works fine.
[~rafaelml] : Could you please update integ dates so that we can put test dates and complete testing on platform builds.
[~rafaelml] Could you please update integ actual dates also. So we can complete the testing on integrated builds
[~rafaelml] Could you please update the integ actual date also. As we finished testing, we can complete the feature.
"
FEATURE-7143,,FEATURE-7143: ThinkShield: NFC Control,MS2 plan pass 100/100
FEATURE-7146,,FEATURE-7146: GIF Maker - For Stylus bubble and Quick settings,"Denver daily build containing  the latest fwk hooks: RRE31.Q2-11-18-DENVER-SHA1

https://jenkins.mot.com/job/RRE31.Q2-11_denver-global_userdebug_mr-2021-q2-stable1_r-qsm2021_test-keys_daily/19/
Development CRs are being tracked through the Jira filter:
https://idart.mot.com/issues/?filter=217580
Feature is merged on mainline and enabled only on Denver product, however since Denver is building from mr-2021-q2-stable1, it does not have the feature yet. In a normal situation we would push the feature to quarter(or product) branch for testing and bug fix, but as this is coming very late (close to LE entries) we prefer to have it tested before merging into product.

So test team needs to:

1) Flash Denver with tomorrow daily build with latest FW hooks ([~rossanez] could you please confirm next daily has [our tag update|https://gerrit.mot.com/#/c/1914703/] and post the build here?).

2)Sideload [latest APK version from jenkins|https://artifacts.mot.com/artifactory/apps/MotoScreenshotEditor/MOTOSCREENSHOTEDITOR-BR-100210331/app/build/outputs/apk/debug/] (TAG 100210331).

[~a22677], please reach out to [~rossanez] if you have any questions on this setup or about the feature implementation or requirements. In order to have the opportunity to ship it on Denver, we would need to make a go/no-go decision by 04/07, dev team will be following up the tests and prioritizing the issues. If feature is good by then, we can, in conjunction with SPM, update the TAG on Denver to latest version.


Thanks.
+[~mvt647] +[~w15621] +[~valeriac] +[~carlosf]




Moving the dates to next week - waiting for fixes as tagged 
RPADX-5221 RRB Request Approved (Add) 
RPADX-5234 Plan Created For: 
FEATURE-7146:GIF Maker - For Stylus bubble and Quick settings on Release:
RPADX-4178:ADX R_Rel1
This plan has 2021Q3 CS1 priority and has had the adx_cs1 label added.
Update Integrate CWV date due to Framework hooks integration delay.
FYI [~a22642] [~a22677]
[~rodrigod] Thanks for the update, sure you can fix them adding to your backlog. 

We need to execute another round of cycle, with all these fixes available together, which we plan to start by 15th and close by COB 16th and then link the final test plan here 


[~w15621], we agreed with PdM and Denver SPM to integrate the feature on Denver and fix the 2 remaining CRs (IKSWR-65397 and IKSWR-67136) on the Playstore upgrade, since they are not critical.

[~a22677], I see the test CWV is tomorrow, are there any pending tests? Also, in case of these 2 remaining CRs, how do you prefer to handle them? We will add them to our app backlog and fix it in the upcoming weeks before starting the launch call process. We can either unlink them to have the plan closed, or wait for closing the plan.

Thanks!
+[~valeriac]
+[~mvt647]"
FEATURE-7157,,FEATURE-7157: AT&T&Cricket&Firstnet: Airplane Mode Enable UI/UX Pop-up (Requirement Recapture),"RPADX-5226 RRB Request Approved (Add) 
RPADX-5238 Plan Created For: 
FEATURE-7157:AT&T&Cricket&Firstnet: Airplane Mode Enable UI/UX Pop-up (Requirement Recapture) on Release:
RPADX-4178:ADX R_Rel1
This has been integrated into the Q2 branch so updating the labels to reflect that.
[~dth436], [~nadeemp] confirmed he would like it in Q1 and Q2.  Adding the labels now.

[~w15621], [~a22642] FYI
[~wcw014]: As per Nadeem's comment in Feature CR, the changes are needed in Q1 and Q2.
https://idart.mot.com/browse/FEATURE-7157?focusedCommentId=10310158&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-10310158

* Pls add q1need and q2need labels."
FEATURE-7210,,"FEATURE-7210: [Ready For 2.0] - Wireless Desktop, Remote Control UX and Ready For Enterprise","RPADX-5958 Plan Created For: 
FEATURE-7210: {color:#326ca6}[Ready For 2.0] - Wireless Desktop, Remote Control UX and Ready For Enterprise{color} on Release: 
RPADX-5278 ADX S_MR
ThinkShield code is working and was validated via PC connection. Ready for is not fully functional yet, so the connection to TV scenario was not validated.
[~wnm846], please consider this before start testing this feature.
[Ready For 2.0] M[Ready For 2.0]MS2 is completed testing on motorola/nio_retail/nio:12/SRT32.2/ca039:userdebug/intcfg,test-keys"
FEATURE-7222,,FEATURE-7222: AER Feature Flag - Android 11,"FEATURE-7222: AER Feature Flag - Android 11 MS2 done 100/100
[~a22642] are you able to commit to this test only plan?

[~wnm846] FYI
completed on Aug12,2021 on tahoe motorola/nio_retail/nio:12/SRT32.2/ca039:userdebug/intcfg,test-keys"
FEATURE-7234,,FEATURE-7234: NA MTK Chipset - Support Telephony OEM APIs for 4G North America products for MTK Chipset,"4G OEMAPI：https://docs.google.com/spreadsheets/d/1QWkIcr_uqqgQSUmLTk5E4nwS5EjBGoitdjDJOyEkpiY/edit#gid=1648158862
4G OEMAPI status：
        Set/getVoiceDomainSetting is still waiting for the  MTK Release.  Other APIs all are integrated by  cr：IKSWR-69621
  
Adding adx_mtk label for tracking purposes.
Dependent on MTK HW to complete testing.  Updating the labels to reflect it is needed for 2021q3 but not for the first launch products.
Feature test blocked by CR: 
 * 1 TC Blocked AT&T: IKSWR-106070 
RPADX-5403 RRB Request Approved (Add) 
RPADX-5409 Plan Created For: 
FEATURE-7234:NA MTK Chipset - Support Telephony OEM APIs for 4G North America products for MTK Chipset on Release:
RPADX-4178:ADX R_Rel1
Test CWV updated due to the Ellis AT&T PTN
Test CWV updated, due to CR IKSWR-99820 .
Test CWV updated. The behavior remains. New CR raised IKSWR-123451.
The CR IKSWR-106070 was unlinked, due to the CR (IKSWR-99820) that blocks your plan was reopened.

Test CWV updated.

FYI [~a22642] [~brunoess] [~tgb348]
Update states:

4G OEMAPI status：All completed
Set/getVoiceDomainSetting has merged https://gerrit.mot.com/#/c/1948035/, IKSWR-78705 
Other APIs all are integrated by cr：IKSWR-69621
Updating Test CWV:

RPADX-5409/FEATURE-7234:
 * 1 TC Blocked AT&T: IKSWR-99820
 * 1 TC Failed Boost: IKSWR-99161
Updating the label to be 2021Q3 (instead of Q3 need) since this was integrated and tested on Q3.
[~brunoess] can you update the test date please?
[~brunoess],hi, would you like to share the test plan? did you get the Ellis HW?  thanks a lot
[~zhangmp1] Set/getVoiceDomainSetting API has merged https://gerrit.mot.com/#/c/1948035/"
